chr10_A:0-1420000	1.779	2.25258	0.599255	0.163671
chr10_A:1420000-3100000	1.98486	2.5188	0.586301	0.173106
chr10_A:3100000-3220000	1.78689	2.66032	0.614061	0.0718239
chr10_A:3220000-4830000	1.70687	2.88917	0.619416	0.170667
chr10_A:4830000-5480000	1.69098	2.6534	0.799012	0.126138
chr10_A:5480000-5670000	1.83372	2.76582	0.904011	0.0837131
chr10_A:5670000-5940000	1.76441	2.71318	1.05909	0.094116
chr10_A:5940000-6130000	1.70585	2.5517	1.1051	0.0837131
chr10_A:6130000-6140000	1.6464	2.47933	1.03821	0.031372
chr10_A:6140000-6710000	1.57714	2.42355	0.914812	0.120735
chr10_A:6710000-7270000	1.54265	2.41853	0.676588	0.120025
chr10_A:7270000-7470000	1.6208	2.45195	0.489839	0.0851567
chr10_A:7470000-7570000	1.69934	2.5149	0.374942	0.0675889
chr10_A:7570000-7760000	1.81613	2.61086	0.381532	0.0837131
chr10_A:7760000-7880000	1.92505	2.72128	0.393228	0.0718239
chr10_A:7880000-9350000	2.06423	2.91137	0.422353	0.16557
chr10_A:9350000-9370000	2.19431	3.06384	0.465878	0.0395262
chr10_A:9370000-11460000	2.20432	3.26198	0.573502	0.186176
chr10_A:11460000-11530000	2.02259	3.36811	0.445746	0.0600125
chr10_A:11530000-11810000	1.88994	3.29957	0.488343	0.0952638
chr10_A:11810000-11820000	1.82429	3.19598	0.45678	0.031372
chr10_A:11820000-12030000	1.76315	3.17747	0.357659	0.0865529
chr10_A:12030000-12040000	1.78613	3.26235	0.279089	0.031372
chr10_A:12040000-12200000	1.83668	3.36034	0.273031	0.0790525
chr10_A:12200000-12260000	1.72213	3.3304	0.205984	0.0570067
chr10_A:12260000-12740000	1.71859	3.19074	0.107348	0.114013
chr10_A:12740000-12770000	1.62244	3.07145	0.150809	0.0452462
chr10_A:12770000-13140000	1.51526	3.01963	0.241703	0.104538
chr10_A:13140000-13180000	1.38362	3.00242	0.320412	0.0497999
chr10_A:13180000-13380000	1.25798	3.0286	0.362175	0.0851567
chr10_A:13380000-13400000	1.35059	3.08394	0.299673	0.0395262
chr10_A:13400000-13570000	1.40876	3.18904	0.295605	0.0806662
chr10_A:13570000-13820000	1.39112	3.13196	0.133891	0.0917322
chr10_A:13820000-14520000	1.50235	3.15066	-0.0561872	0.129293
chr10_A:14520000-14590000	1.61103	3.1992	-0.203395	0.0600125
chr10_A:14590000-14880000	1.65809	3.34502	-0.172061	0.0963847
chr10_A:14880000-15470000	1.49259	3.48336	-0.137105	0.122131
chr10_A:15470000-15800000	1.55643	3.5343	-0.344351	0.100627
chr10_A:15800000-15920000	1.61416	3.61244	-0.486832	0.0718239
chr10_A:15920000-16850000	1.6985	3.77604	-0.595918	0.142136
chr10_A:16850000-16860000	1.60386	3.84488	-0.724015	0.031372
chr10_A:16860000-17310000	1.56363	3.94134	-0.821548	0.111587
chr10_A:17310000-17470000	1.64251	4.09427	-0.903615	0.0790525
chr10_A:17470000-17640000	1.60968	4.19621	-1.02211	0.0806662
chr10_A:17640000-18970000	1.38323	4.1215	-0.988535	0.160137
chr10_A:18970000-21140000	1.38886	4.4576	-1.08111	0.188522
chr10_A:21140000-21150000	1.51018	4.36704	-1.24058	0.031372
chr10_A:21150000-21340000	1.48726	4.25436	-1.23596	0.0837131
chr10_A:21340000-21370000	1.43495	4.13869	-1.21325	0.0452462
chr10_A:21370000-21560000	1.42829	4.0182	-1.25874	0.0837131
chr10_A:21560000-21570000	1.47661	3.91379	-1.26179	0.031372
chr10_A:21570000-21780000	1.52975	3.8117	-1.28746	0.0865529
chr10_A:21780000-22030000	1.62101	3.66491	-1.33116	0.0917322
chr10_A:22030000-22260000	1.53356	3.63409	-1.17577	0.0892178
chr10_A:22260000-22270000	1.57005	3.5228	-1.20447	0.031372
chr10_A:22270000-23380000	1.7035	3.42284	-1.27779	0.15077
chr10_A:23380000-23590000	1.89489	3.40095	-1.4164	0.0865529
chr10_A:23590000-23820000	1.82123	3.252	-1.47371	0.0892178
chr10_A:23820000-24680000	1.71361	3.30745	-1.66655	0.138476
chr10_A:24680000-24810000	1.89936	3.22246	-1.72418	0.073766
chr10_A:24810000-25000000	1.82848	3.09761	-1.65946	0.0837131
chr10_A:25000000-25310000	1.83204	2.91539	-1.65895	0.0985514
chr10_A:25310000-26610000	2.00389	3.01837	-1.82068	0.158924
chr10_A:26610000-26860000	1.94486	3.09003	-2.05351	0.0917322
chr10_A:26860000-27000000	1.97684	3.18928	-2.18439	0.0756109
chr10_A:27000000-27170000	2.05207	3.30594	-2.25617	0.0806662
chr10_A:27170000-28060000	2.09146	3.51294	-2.19043	0.140068
chr10_A:28060000-28690000	2.07299	3.42745	-1.94039	0.124831
chr10_A:28690000-28700000	2.04475	3.31341	-1.83745	0.031372
chr10_A:28700000-28890000	2.06971	3.25243	-1.74309	0.0837131
chr10_A:28890000-28920000	2.01829	3.15934	-1.67014	0.0452462
chr10_A:28920000-29670000	2.16768	3.10073	-1.59419	0.132301
chr10_A:29670000-29840000	2.12163	3.13559	-1.3892	0.0806662
chr10_A:29840000-30290000	2.17282	3.1887	-1.21166	0.111587
chr10_A:30290000-30300000	2.2345	3.07826	-1.14506	0.031372
chr10_A:30300000-30560000	2.35062	3.05154	-1.10961	0.0929394
chr10_A:30560000-30660000	2.5057	3.05948	-1.06891	0.0675889
chr10_A:30660000-30890000	2.65516	3.10326	-1.05069	0.0892178
chr10_A:30890000-31000000	2.79445	3.17966	-1.05686	0.0697707
chr10_A:31000000-32110000	2.84536	3.20588	-0.84388	0.15077
chr10_A:32110000-32120000	2.83345	3.38587	-0.86913	0.031372
chr10_A:32120000-32300000	2.74295	3.43499	-0.821178	0.0822179
chr10_A:32300000-32320000	2.71936	3.44653	-0.702301	0.0395262
chr10_A:32320000-32490000	2.83044	3.40505	-0.682661	0.0806662
chr10_A:32490000-33300000	3.01321	3.48014	-0.770906	0.135739
chr10_A:33300000-33460000	3.18059	3.35734	-0.826068	0.0790525
chr10_A:33460000-34940000	3.15592	3.22306	-0.622641	0.165944
chr10_A:34940000-35290000	2.9563	3.06142	-0.544212	0.10262
chr10_A:35290000-35510000	2.83889	3.03165	-0.39715	0.0879055
chr10_A:35510000-35880000	2.9226	3.17624	-0.301647	0.104538
chr10_A:35880000-35900000	2.78903	3.12835	-0.276735	0.0395262
chr10_A:35900000-37110000	2.60792	3.17341	-0.221297	0.155169
chr10_A:37110000-38410000	2.42526	3.2264	-0.471265	0.158924
chr10_A:38410000-38670000	2.18913	3.17175	-0.402792	0.0929394
chr10_A:38670000-43350000	2.00149	2.89881	-0.462282	0.24357
chr10_A:43350000-43600000	1.79786	2.93097	-0.197845	0.0917322
chr10_A:43600000-43620000	1.73005	2.86469	-0.288606	0.0395262
chr10_A:43620000-44160000	1.61554	2.80946	-0.194611	0.118579
chr10_A:44160000-45490000	1.49498	2.86307	-0.440121	0.160137
chr10_A:45490000-45720000	1.34241	3.03188	-0.542106	0.0892178
chr10_A:45720000-45730000	1.29932	3.14211	-0.518966	0.031372
chr10_A:45730000-45950000	1.2433	3.22296	-0.451502	0.0879055
chr10_A:45950000-45960000	1.2993	3.21024	-0.556047	0.031372
chr10_A:45960000-46170000	1.3598	3.21894	-0.656896	0.0865529
chr10_A:46170000-49540000	1.52461	3.30704	-0.897765	0.218316
chr10_A:49540000-49740000	1.50017	3.11538	-1.13179	0.0851567
chr10_A:49740000-49820000	1.48534	3.10203	-1.27834	0.062744
chr10_A:49820000-50610000	1.44588	3.29385	-1.30279	0.134612
chr10_A:50610000-50800000	1.25578	3.40011	-1.28748	0.0837131
chr10_A:50800000-50970000	1.13285	3.50925	-1.28785	0.0806662
chr10_A:50970000-52540000	1.34098	3.63099	-1.35352	0.169242
chr10_A:52540000-52700000	1.37434	3.51646	-1.57128	0.0790525
chr10_A:52700000-52730000	1.37941	3.43208	-1.66241	0.0452462
chr10_A:52730000-53980000	1.35101	3.2502	-1.74584	0.15686
chr10_A:53980000-54040000	1.19439	3.36119	-1.84013	0.0570067
chr10_A:54040000-54350000	1.08065	3.3899	-1.73796	0.0985514
chr10_A:54350000-54370000	1.15892	3.36647	-1.62664	0.0395262
chr10_A:54370000-54550000	1.18398	3.31995	-1.51696	0.0822179
chr10_A:54550000-59100000	0.867976	3.26406	-1.47597	0.241294
chr10_A:59100000-59360000	0.958479	3.00707	-1.28238	0.0929394
chr10_A:59360000-59470000	0.953192	3.11413	-1.15997	0.0697707
chr10_A:59470000-59850000	1.1194	3.16611	-1.17952	0.105472
chr10_A:59850000-60160000	1.17467	2.98517	-1.10314	0.0985514
chr10_A:60160000-60530000	1.24913	2.81321	-1.02484	0.104538
chr10_A:60530000-60710000	1.36058	2.66775	-0.988836	0.0822179
chr10_A:60710000-60980000	1.47478	2.53769	-0.955136	0.094116
chr10_A:60980000-61010000	1.4391	2.41801	-0.893279	0.0452462
chr10_A:61010000-61360000	1.37332	2.29101	-0.855761	0.10262
chr10_A:61360000-61390000	1.44048	2.16956	-0.906787	0.0452462
chr10_A:61390000-61570000	1.55747	2.12289	-0.926386	0.0822179
chr10_A:61570000-61590000	1.52732	2.22721	-0.981432	0.0395262
chr10_A:61590000-61810000	1.50303	2.35192	-0.991255	0.0879055
chr10_A:61810000-61840000	1.61082	2.30081	-0.932113	0.0452462
chr10_A:61840000-63720000	1.7832	2.43777	-0.978327	0.179719
chr10_A:63720000-64010000	1.96423	2.55385	-0.805154	0.0963847
chr10_A:64010000-64190000	2.04785	2.65649	-0.685268	0.0822179
chr10_A:64190000-64350000	2.194	2.6541	-0.617134	0.0790525
chr10_A:64350000-64890000	2.30234	2.81294	-0.662865	0.118579
chr10_A:64890000-64930000	2.4663	2.77923	-0.681087	0.0497999
chr10_A:64930000-65540000	2.56212	2.84591	-0.809159	0.123496
chr10_A:65540000-65710000	2.48057	2.96516	-0.95342	0.0806662
chr10_A:65710000-68730000	2.6495	2.81132	-1.13387	0.21048
